indID,popID,country,lonInd,latInd,hapInd,notes
ind_494,Brownsea,3_Eur,-1.95627,50.688411,6,KH2017b
ind_495,Brownsea,3_Eur,-1.95627,50.688411,6,KH2017b
ind_496,Brownsea,3_Eur,-1.95627,50.688411,6,KH2017b
ind_497,Christchurch,3_Eur,-1.744148,50.722223,6,KH2017b
ind_498,bwe,2_wNA,-122.69612,37.930314,6,TableS2_KH2018
ind_499,cpt,2_wNA,-117.230001,32.794887,6,TableS2_KH2018
ind_500,fie,2_wNA,-117.220474,32.772265,6,TableS2_KH2018
ind_501,mbv,2_wNA,-120.841503,35.326904,6,TableS2_KH2018
ind_502,mbv,2_wNA,-120.841503,35.326904,15,TableS2_KH2018
ind_503,mbv,2_wNA,-120.841503,35.326904,15,TableS2_KH2018
ind_504,mbv,2_wNA,-120.841503,35.326904,15,TableS2_KH2018
ind_505,mbv,2_wNA,-120.841503,35.326904,15,TableS2_KH2018
ind_506,mbv,2_wNA,-120.841503,35.326904,33,TableS2_KH2018
ind_507,dac,2_wNA,-117.211103,32.796799,6,TableS2_KH2018
ind_508,dac,2_wNA,-117.211103,32.796799,6,TableS2_KH2018
ind_509,mbm,2_wNA,-120.840446,35.34436,6,TableS2_KH2018
ind_510,mbm,2_wNA,-120.840446,35.34436,6,TableS2_KH2018
ind_511,mbm,2_wNA,-120.840446,35.34436,32,TableS2_KH2018
ind_512,mbm,2_wNA,-120.840446,35.34436,33,TableS2_KH2018
ind_513,mbm,2_wNA,-120.840446,35.34436,34,TableS2_KH2018
ind_514,bdw,2_wNA,-124.071706,46.862046,6,TableS2_KH2018
ind_515,bdw,2_wNA,-124.071706,46.862046,6,TableS2_KH2018
ind_516,bdw,2_wNA,-124.071706,46.862046,6,TableS2_KH2018
ind_517,bdw,2_wNA,-124.071706,46.862046,6,TableS2_KH2018
ind_518,ohp,2_wNA,-123.906143,45.548187,6,TableS2_KH2018
ind_519,ohp,2_wNA,-123.906143,45.548187,6,TableS2_KH2018
ind_520,ohp,2_wNA,-123.906143,45.548187,6,TableS2_KH2018
ind_521,ohp,2_wNA,-123.906143,45.548187,6,TableS2_KH2018
ind_522,oy2,2_wNA,-123.979097,44.575109,6,TableS2_KH2018
ind_523,oy2,2_wNA,-123.979097,44.575109,6,TableS2_KH2018
ind_524,oy2,2_wNA,-123.979097,44.575109,6,TableS2_KH2018
ind_525,oy2,2_wNA,-123.979097,44.575109,6,TableS2_KH2018
ind_526,ahd,2_wNA,-117.319872,33.141852,6,TableS2_KH2018
ind_527,ahd,2_wNA,-117.319872,33.141852,6,TableS2_KH2018
ind_528,ahd,2_wNA,-117.319872,33.141852,6,TableS2_KH2018
ind_529,ahd,2_wNA,-117.319872,33.141852,6,TableS2_KH2018
ind_530,hvs,2_wNA,-124.171951,40.832755,6,TableS2_KH2018
ind_531,hvs,2_wNA,-124.171951,40.832755,6,TableS2_KH2018
ind_532,hvs,2_wNA,-124.171951,40.832755,6,TableS2_KH2018
ind_533,hvs,2_wNA,-124.171951,40.832755,6,TableS2_KH2018
ind_534,hvs,2_wNA,-124.171951,40.832755,6,TableS2_KH2018
ind_535,spm,2_wNA,-122.411937,37.943616,6,TableS2_KH2018
ind_536,spm,2_wNA,-122.411937,37.943616,6,TableS2_KH2018
ind_537,spm,2_wNA,-122.411937,37.943616,6,TableS2_KH2018
ind_538,spm,2_wNA,-122.411937,37.943616,6,TableS2_KH2018
ind_539,spm,2_wNA,-122.411937,37.943616,6,TableS2_KH2018
ind_540,boc,2_wNA,-118.04635,33.695513,6,TableS2_KH2018
ind_541,boc,2_wNA,-118.04635,33.695513,6,TableS2_KH2018
ind_542,boc,2_wNA,-118.04635,33.695513,6,TableS2_KH2018
ind_543,boc,2_wNA,-118.04635,33.695513,6,TableS2_KH2018
ind_544,boc,2_wNA,-118.04635,33.695513,6,TableS2_KH2018
ind_545,akg,2_wNA,-133.29,55.73361,6,TableS2_KH2018
ind_546,akg,2_wNA,-133.29,55.73361,6,TableS2_KH2018
ind_547,akg,2_wNA,-133.29,55.73361,6,TableS2_KH2018
ind_548,akg,2_wNA,-133.29,55.73361,6,TableS2_KH2018
ind_549,akg,2_wNA,-133.29,55.73361,6,TableS2_KH2018
ind_550,akg,2_wNA,-133.29,55.73361,6,TableS2_KH2018
ind_551,asb,2_wNA,-132.995,55.26366,6,TableS2_KH2018
ind_552,asb,2_wNA,-132.995,55.26366,6,TableS2_KH2018
ind_553,asb,2_wNA,-132.995,55.26366,6,TableS2_KH2018
ind_554,asb,2_wNA,-132.995,55.26366,6,TableS2_KH2018
ind_555,asb,2_wNA,-132.995,55.26366,6,TableS2_KH2018
ind_556,asb,2_wNA,-132.995,55.26366,6,TableS2_KH2018
ind_557,spt,2_wNA,-123.954527,46.606635,6,TableS2_KH2018
ind_558,spt,2_wNA,-123.954527,46.606635,6,TableS2_KH2018
ind_559,spt,2_wNA,-123.954527,46.606635,6,TableS2_KH2018
ind_560,spt,2_wNA,-123.954527,46.606635,6,TableS2_KH2018
ind_561,spt,2_wNA,-123.954527,46.606635,6,TableS2_KH2018
ind_562,spt,2_wNA,-123.954527,46.606635,6,TableS2_KH2018
ind_563,oam,2_wNA,-123.951716,46.402931,6,TableS2_KH2018
ind_564,oam,2_wNA,-123.951716,46.402931,6,TableS2_KH2018
ind_565,oam,2_wNA,-123.951716,46.402931,6,TableS2_KH2018
ind_566,oam,2_wNA,-123.951716,46.402931,6,TableS2_KH2018
ind_567,oam,2_wNA,-123.951716,46.402931,6,TableS2_KH2018
ind_568,oam,2_wNA,-123.951716,46.402931,6,TableS2_KH2018
ind_569,onb,2_wNA,-123.934626,45.414974,6,TableS2_KH2018
ind_570,onb,2_wNA,-123.934626,45.414974,6,TableS2_KH2018
ind_571,onb,2_wNA,-123.934626,45.414974,6,TableS2_KH2018
ind_572,onb,2_wNA,-123.934626,45.414974,6,TableS2_KH2018
ind_573,onb,2_wNA,-123.934626,45.414974,6,TableS2_KH2018
ind_574,onb,2_wNA,-123.934626,45.414974,6,TableS2_KH2018
ind_575,oy1,2_wNA,-124.011176,44.611046,6,TableS2_KH2018
ind_576,oy1,2_wNA,-124.011176,44.611046,6,TableS2_KH2018
ind_577,oy1,2_wNA,-124.011176,44.611046,6,TableS2_KH2018
ind_578,oy1,2_wNA,-124.011176,44.611046,6,TableS2_KH2018
ind_579,oy1,2_wNA,-124.011176,44.611046,6,TableS2_KH2018
ind_580,oy1,2_wNA,-124.011176,44.611046,6,TableS2_KH2018
ind_581,oar,2_wNA,-124.038232,44.444814,6,TableS2_KH2018
ind_582,oar,2_wNA,-124.038232,44.444814,6,TableS2_KH2018
ind_583,oar,2_wNA,-124.038232,44.444814,6,TableS2_KH2018
ind_584,oar,2_wNA,-124.038232,44.444814,6,TableS2_KH2018
ind_585,oar,2_wNA,-124.038232,44.444814,6,TableS2_KH2018
ind_586,oar,2_wNA,-124.038232,44.444814,6,TableS2_KH2018
ind_587,boe,2_wNA,-122.671522,37.920133,6,TableS2_KH2018
ind_588,boe,2_wNA,-122.671522,37.920133,6,TableS2_KH2018
ind_589,boe,2_wNA,-122.671522,37.920133,6,TableS2_KH2018
ind_590,boe,2_wNA,-122.671522,37.920133,6,TableS2_KH2018
ind_591,boe,2_wNA,-122.671522,37.920133,6,TableS2_KH2018
ind_592,boe,2_wNA,-122.671522,37.920133,6,TableS2_KH2018
ind_593,sfs,2_wNA,-122.508211,37.883698,6,TableS2_KH2018
ind_594,sfs,2_wNA,-122.508211,37.883698,6,TableS2_KH2018
ind_595,sfs,2_wNA,-122.508211,37.883698,6,TableS2_KH2018
ind_596,sfs,2_wNA,-122.508211,37.883698,6,TableS2_KH2018
ind_597,sfs,2_wNA,-122.508211,37.883698,6,TableS2_KH2018
ind_598,sfs,2_wNA,-122.508211,37.883698,6,TableS2_KH2018
ind_599,acr,2_wNA,-133.13944,55.47063,6,TableS2_KH2018
ind_600,acr,2_wNA,-133.13944,55.47063,6,TableS2_KH2018
ind_601,acr,2_wNA,-133.13944,55.47063,6,TableS2_KH2018
ind_602,acr,2_wNA,-133.13944,55.47063,6,TableS2_KH2018
ind_603,acr,2_wNA,-133.13944,55.47063,6,TableS2_KH2018
ind_604,acr,2_wNA,-133.13944,55.47063,6,TableS2_KH2018
ind_605,acr,2_wNA,-133.13944,55.47063,6,TableS2_KH2018
ind_606,acr,2_wNA,-133.13944,55.47063,6,TableS2_KH2018
