,n,reg
Ariake,10,kag
Hiroshima,10,sea
Ibo,10,sea
Kasuga,10,sea
Kumode,10,tok
Mangoku,10,hon
Matsukawa,10,hon
Matsushima,10,hon
Nagazura,10,hon
Obitsu,10,tok
Tanabe,10,sea
Toga,10,nonSource
Torinoumi,10,hon
Yamada,10,hon
Bolinus,10,NAm_south
Boundary,10,NAm_north
Elkhorn,10,NAm_south
Padila,10,NAm_north
