pop,file,mapped,unmapped,mappedMQ0,id,mappedProp,mappedPropMQ0,fullpath,lib,paralogRemoved,PopID.alt,truepop,Abbreviation,Region,Date_of_Collection,Latitude,Longitude,Collector,Notes
GAN,GAN_02.run1+2_bwa.np.bam,1842687,201358,437960,GAN_02,0.901,0.238,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GAN_02.run1+2_bwa.np.bam,2017,TRUE,,GAN,Gandario,Spain,,43.34251944,-8.23345,Couceiro,
GOS,GOS_20.run1+2_bwa.np.bam,678092,84151,168349,GOS_20,0.89,0.248,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_20.run1+2_bwa.np.bam,2017,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_21.run1+2_bwa.bam,967687,77917,295816,GOS_21,0.925,0.306,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_21.run1+2_bwa.bam,2017,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_10.run1+2_bwa.bam,688675,70904,197987,GOS_10,0.907,0.287,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_10.run1+2_bwa.bam,2017,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_13.comb_bwa.np.bam,1626314,211730,450989,GOS_13,0.885,0.277,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_13.comb_bwa.np.bam,2021,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_14.run1+2_bwa.bam,650798,58652,181901,GOS_14,0.917,0.28,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_14.run1+2_bwa.bam,2017,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_14.run1+2_bwa.np.bam,514476,58652,123065,GOS_14,0.898,0.239,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_14.run1+2_bwa.np.bam,2017,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_29.run1+2_bwa.np.bam,641699,70342,152344,GOS_29,0.901,0.237,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_29.run1+2_bwa.np.bam,2017,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_30.run1+2_bwa.bam,1148408,95830,349498,GOS_30,0.923,0.304,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_30.run1+2_bwa.bam,2017,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_30.run1+2_bwa.np.bam,903199,95830,241725,GOS_30,0.904,0.268,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_30.run1+2_bwa.np.bam,2017,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_17.run1+2_bwa.bam,885523,80871,263688,GOS_17,0.916,0.298,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_17.run1+2_bwa.bam,2017,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_17.run1+2_bwa.np.bam,691847,80871,178072,GOS_17,0.895,0.257,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_17.run1+2_bwa.np.bam,2017,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_20.run1+2_bwa.bam,860476,84151,246386,GOS_20,0.911,0.286,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_20.run1+2_bwa.bam,2017,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,all.GOS_18_bwa.np.bam,583965,275053,172463,GOS_18,0.68,0.295,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GOS_18_bwa.np.bam,2020,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,all.GOS_25_bwa.bam,1208395,210540,487797,GOS_25,0.852,0.404,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GOS_25_bwa.bam,2020,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_21.run1+2_bwa.np.bam,749015,77917,200535,GOS_21,0.906,0.268,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_21.run1+2_bwa.np.bam,2017,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_10.run1+2_bwa.np.bam,541697,70904,133924,GOS_10,0.884,0.247,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_10.run1+2_bwa.np.bam,2017,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_13.comb_bwa.bam,2116918,211730,682460,GOS_13,0.909,0.322,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_13.comb_bwa.bam,2021,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,all.GOS_04_bwa.bam,1478380,845949,551851,GOS_04,0.636,0.373,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GOS_04_bwa.bam,2020,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,all.GOS_04_bwa.np.bam,1110069,845949,380707,GOS_04,0.568,0.343,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GOS_04_bwa.np.bam,2020,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,all.GOS_06_bwa.bam,2352100,262341,814434,GOS_06,0.9,0.346,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GOS_06_bwa.bam,2020,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_16.run1+2_bwa.bam,756671,68513,215160,GOS_16,0.917,0.284,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_16.run1+2_bwa.bam,2017,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_16.run1+2_bwa.np.bam,591647,68513,143069,GOS_16,0.896,0.242,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_16.run1+2_bwa.np.bam,2017,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,all.GOS_07_bwa.bam,1817031,212910,649342,GOS_07,0.895,0.357,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GOS_07_bwa.bam,2020,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,all.GOS_07_bwa.np.bam,1426060,212910,463374,GOS_07,0.87,0.325,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GOS_07_bwa.np.bam,2020,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,all.GOS_18_bwa.bam,735738,275053,243310,GOS_18,0.728,0.331,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GOS_18_bwa.bam,2020,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_23.run1+2_bwa.np.bam,1124947,124937,291587,GOS_23,0.9,0.259,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_23.run1+2_bwa.np.bam,2017,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_26.run1+2_bwa.bam,810607,82930,232018,GOS_26,0.907,0.286,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_26.run1+2_bwa.bam,2017,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,all.GOS_25_bwa.np.bam,892430,210540,336461,GOS_25,0.809,0.377,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GOS_25_bwa.np.bam,2020,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_23.run1+2_bwa.bam,1425551,124937,420841,GOS_23,0.919,0.295,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_23.run1+2_bwa.bam,2017,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,all.GOS_06_bwa.np.bam,1878927,262341,594407,GOS_06,0.877,0.316,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GOS_06_bwa.np.bam,2020,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_26.run1+2_bwa.np.bam,643523,82930,158760,GOS_26,0.886,0.247,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_26.run1+2_bwa.np.bam,2017,TRUE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GOS,GOS_29.run1+2_bwa.bam,816347,70342,226713,GOS_29,0.921,0.278,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GOS_29.run1+2_bwa.bam,2017,FALSE,,GOS,GoseongBay,Korea,01June2017,34.9555,128.3257,Lee,
GRC,GRC_02.comb_bwa.bam,3189414,284518,913781,GRC_02,0.918,0.287,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_02.comb_bwa.bam,2021,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_10.comb_bwa.bam,2868578,241655,874271,GRC_10,0.922,0.305,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_10.comb_bwa.bam,2021,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_10.comb_bwa.np.bam,2241567,241655,576590,GRC_10,0.903,0.257,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_10.comb_bwa.np.bam,2021,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_12.run1+2_bwa.bam,909689,80765,257054,GRC_12,0.918,0.283,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_12.run1+2_bwa.bam,2017,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_02.comb_bwa.np.bam,2497859,284518,592517,GRC_02,0.898,0.237,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_02.comb_bwa.np.bam,2021,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_09.run1+2_bwa.bam,1008982,94765,286169,GRC_09,0.914,0.284,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_09.run1+2_bwa.bam,2017,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_18.comb_bwa.np.bam,2818225,318794,745036,GRC_18,0.898,0.264,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_18.comb_bwa.np.bam,2021,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_22.comb_bwa.bam,355759,38098,112428,GRC_22,0.903,0.316,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_22.comb_bwa.bam,2021,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_14.run1+2_bwa.bam,996196,80257,286410,GRC_14,0.925,0.288,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_14.run1+2_bwa.bam,2017,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_09.run1+2_bwa.np.bam,792382,94765,191855,GRC_09,0.893,0.242,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_09.run1+2_bwa.np.bam,2017,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_27.run1+2_bwa.np.bam,663340,63475,159554,GRC_27,0.913,0.241,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_27.run1+2_bwa.np.bam,2017,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_07.run1+2_bwa.np.bam,920452,97061,236267,GRC_07,0.905,0.257,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_07.run1+2_bwa.np.bam,2017,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_22.comb_bwa.np.bam,278243,38098,74328,GRC_22,0.88,0.267,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_22.comb_bwa.np.bam,2021,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_27.run1+2_bwa.bam,848930,63475,240450,GRC_27,0.93,0.283,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_27.run1+2_bwa.bam,2017,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_14.run1+2_bwa.np.bam,783377,80257,194430,GRC_14,0.907,0.248,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_14.run1+2_bwa.np.bam,2017,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_16.run1+2_bwa.bam,1236345,98819,364833,GRC_16,0.926,0.295,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_16.run1+2_bwa.bam,2017,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_12.run1+2_bwa.np.bam,715767,80765,173286,GRC_12,0.899,0.242,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_12.run1+2_bwa.np.bam,2017,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_30.run1+2_bwa.np.bam,969555,95262,240842,GRC_30,0.911,0.248,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_30.run1+2_bwa.np.bam,2017,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_18.comb_bwa.bam,3586293,318794,1103761,GRC_18,0.918,0.308,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_18.comb_bwa.bam,2021,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_07.run1+2_bwa.bam,1170460,97061,345395,GRC_07,0.923,0.295,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_07.run1+2_bwa.bam,2017,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_30.run1+2_bwa.bam,1235250,95262,354545,GRC_30,0.928,0.287,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_30.run1+2_bwa.bam,2017,FALSE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GRC,GRC_16.run1+2_bwa.np.bam,975592,98819,250660,GRC_16,0.908,0.257,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GRC_16.run1+2_bwa.np.bam,2017,TRUE,,GRC,Grand Caribe San Diego Bay,soCal,,32.626737,-117.129703,Zacherl,
GWG,all.GWG_11_bwa.np.bam,1622504,220618,453984,GWG_11,0.88,0.28,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_11_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_18_bwa.bam,1582713,189734,543830,GWG_18,0.893,0.344,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_18_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_12_bwa.bam,1487940,176753,474280,GWG_12,0.894,0.319,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_12_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_08_bwa.np.bam,2001847,224101,551412,GWG_08,0.899,0.275,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_08_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_10_bwa.bam,809300,97471,277749,GWG_10,0.893,0.343,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_10_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_10_bwa.np.bam,635855,97471,194600,GWG_10,0.867,0.306,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_10_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_11_bwa.bam,2054769,220618,656602,GWG_11,0.903,0.32,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_11_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_23_bwa.bam,26831,2925,8876,GWG_23,0.902,0.331,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_23_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_12_bwa.np.bam,1172255,176753,325650,GWG_12,0.869,0.278,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_12_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_02_bwa.bam,2366424,248990,798957,GWG_02,0.905,0.338,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_02_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_16_bwa.bam,1830440,211406,606809,GWG_16,0.896,0.332,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_16_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_16_bwa.np.bam,1435133,211406,422399,GWG_16,0.872,0.294,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_16_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_17_bwa.bam,1591545,173299,536605,GWG_17,0.902,0.337,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_17_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_17_bwa.np.bam,1240423,173299,369983,GWG_17,0.877,0.298,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_17_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_07_bwa.bam,720204,87864,231781,GWG_07,0.891,0.322,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_07_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_18_bwa.np.bam,1234597,189734,368313,GWG_18,0.867,0.298,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_18_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_19_bwa.bam,1936487,190541,631696,GWG_19,0.91,0.326,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_19_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_19_bwa.np.bam,1522143,190541,437881,GWG_19,0.889,0.288,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_19_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_20_bwa.bam,822076,259385,286204,GWG_20,0.76,0.348,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_20_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_20_bwa.np.bam,644326,259385,200279,GWG_20,0.713,0.311,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_20_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_29.run1+2_bwa.np.bam,582679,71545,143576,GWG_29,0.891,0.246,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_29.run1+2_bwa.np.bam,2017,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_13.run1+2_bwa.np.bam,584556,68797,143494,GWG_13,0.895,0.245,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_13.run1+2_bwa.np.bam,2017,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_14.run1+2_bwa.bam,1150229,109362,334564,GWG_14,0.913,0.291,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_14.run1+2_bwa.bam,2017,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_23_bwa.np.bam,21027,2925,6153,GWG_23,0.878,0.293,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_23_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_25_bwa.bam,1770603,207227,574197,GWG_25,0.895,0.324,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_25_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_25_bwa.np.bam,1394429,207227,399452,GWG_25,0.871,0.286,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_25_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_01.run1+2_bwa.bam,1285935,109946,391388,GWG_01,0.921,0.304,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_01.run1+2_bwa.bam,2017,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_01.run1+2_bwa.np.bam,1007985,109946,269249,GWG_01,0.902,0.267,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_01.run1+2_bwa.np.bam,2017,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_07_bwa.np.bam,566876,87864,160713,GWG_07,0.866,0.284,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_07_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_08_bwa.bam,2570500,224101,818013,GWG_08,0.92,0.318,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_08_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_28.run1+2_bwa.bam,1232742,117367,360214,GWG_28,0.913,0.292,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_28.run1+2_bwa.bam,2017,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_28.run1+2_bwa.np.bam,963573,117367,242792,GWG_28,0.891,0.252,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_28.run1+2_bwa.np.bam,2017,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_29.run1+2_bwa.bam,743097,71545,213601,GWG_29,0.912,0.287,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_29.run1+2_bwa.bam,2017,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_13.run1+2_bwa.bam,748898,68797,214978,GWG_13,0.916,0.287,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_13.run1+2_bwa.bam,2017,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_04_bwa.np.bam,1449312,200694,396288,GWG_04,0.878,0.273,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_04_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_05_bwa.bam,395449,118623,127469,GWG_05,0.769,0.322,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_05_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_02_bwa.np.bam,1860212,248990,562076,GWG_02,0.882,0.302,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_02_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_04_bwa.bam,1851858,200694,580789,GWG_04,0.902,0.314,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_04_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_06_bwa.np.bam,530137,146041,179158,GWG_06,0.784,0.338,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_06_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_24.run1+2_bwa.np.bam,709407,89393,185070,GWG_24,0.888,0.261,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_24.run1+2_bwa.np.bam,2017,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_05_bwa.np.bam,310937,118623,87498,GWG_05,0.724,0.281,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_05_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_06_bwa.bam,699088,146041,260214,GWG_06,0.827,0.372,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_06_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_03.run1+2_bwa.np.bam,937858,122737,227342,GWG_03,0.884,0.242,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_03.run1+2_bwa.np.bam,2017,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,GWG_15.run1+2_bwa.np.bam,905163,108491,227628,GWG_15,0.893,0.251,/home/stranda/projects/oyster/sotka/roslin/bwa/out/GWG_15.run1+2_bwa.np.bam,2017,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_30_bwa.bam,1787054,160053,608149,GWG_30,0.918,0.34,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_30_bwa.bam,2020,FALSE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
GWG,all.GWG_30_bwa.np.bam,1392795,160053,417986,GWG_30,0.897,0.3,/home/stranda/projects/oyster/sotka/roslin/bwa/out/all.GWG_30_bwa.np.bam,2020,TRUE,GWA,GWG,Gwanyang,Korea,01June2017,34.945187,127.77932,Lee,
