,n,reg
pop01,10,hok
pop02,7,nonSource
pop03,8,tok
pop04,12,tok
pop05,4,sea
pop06,13,sea
pop07,4,sea
pop08,1,sea
pop09,4,kag
pop10,2,kag
pop11,2,kag
pop12,1,kag
pop13,2,nonSource
pop14,15,Cali
